	Gene	Chr	Gene Start	Gene End	nSNPs	TopSNP	TopSNP Pos	TopSNP P-Value
2342	CCDC17	chr1	46087952	46089721	67	rs17410855	46086766.0	0.08561
2343	CCDC18	chr1	93720073	93730504	89	rs1536260	93740330.0	0.0751
2344	CCDC22	chrX	49093359	49099812	36	rs2294016	49093528.0	0.005479
2345	CCDC24	chr1	44461064	44461652	42	rs12738136	44455217.0	0.0009585
2346	CCDC25	chr8	27605588	27630130	167	rs62498015	27603227.0	0.001087
2347	CCDC27	chr1	3669008	3688209	172	rs76729062	3681985.0	0.08318
2348	CCDC28A	chr6	139094656	139114456	140	rs4243458	139085450.0	0.05122
2349	CCDC28B	chr1	32667296	32670815	33	rs6425794	32668747.0	0.03138
2350	CCDC30	chr1	43047104	43056132	105	rs67083779	43053127.0	0.07524
2351	CCDC32	chr15	40854197	40855002	105	rs150907769	40863557.0	0.004368
2352	CCDC33	chr15	74610910	74628482	105	rs116264669	74601544.0	0.001007
2353	CCDC34	chr11	27370415	27384781	91	rs34804482	27389739.0	0.000647
2354	CCDC36	chr3	49237049	49274007	91	rs112015135	49281172.0	0.007473
2355	CCDC38	chr12	96326962	96336413	115	rs184649987	96322885.0	0.08003
2356	CCDC39	chr3	180327290	180334405	34	rs28502565	180331435.0	5.058e-05
2357	CCDC40	chr17	78061903	78065944	146	chr17_78054008_I	78054008.0	0.1419
2358	CCDC42	chr17	8647891	8648537	77	rs79193749	8653297.0	0.06221
2359	CCDC43	chr17	42759098	42767113	44	rs148589938	42773292.0	0.001508
2360	CCDC47	chr17	61843478	61853711	82	rs75457471	61848360.0	0.00721
2361	CCDC50	chr3	191078891	191088070	159	rs150815136	191090886.0	0.009357
2362	CCDC51	chr3	48476351	48481866	54	rs182679612	48470361.0	0.01207
2363	CCDC54	chr3	107096187	107097481	62	rs76118695	107086956.0	0.03584
2364	CCDC57	chr17	80165438	80170706	97	rs143274189	80172838.0	0.002492
2365	CCDC58	chr3	122086670	122102078	115	rs13317855	122104234.0	0.005508
2366	CCDC59	chr12	82750893	82752071	61	rs10506870	82751100.0	0.1047
2367	CCDC60	chr12	119773015	119885717	418	rs56211979	119859607.0	0.002613
2368	CCDC61	chr19	46521636	46524576	86	rs75305031	46512009.0	0.003037
2369	CCDC62	chr12	123265786	123311929	241	rs71444563	123297286.0	0.0001489
2370	CCDC63	chr12	111284830	111345339	286	rs12817296	111275317.0	8.511e-05
2371	CCDC65	chr12	49311926	49314746	71	rs117646559	49312681.0	0.03698
2372	CCDC66	chr3	56651128	56655790	103	rs146028730	56644288.0	0.0009605
2373	CCDC68	chr18	52605176	52626692	158	rs76275213	52613090.0	0.001234
2374	CCDC69	chr5	150584960	150590706	106	rs75710504	150598690.0	0.01973
2375	CCDC70	chr13	52436116	52440366	80	chr13_52434888_D	52434888.0	0.0388
2376	CCDC71	chr3	49199967	49203754	38	rs4308307	49193216.0	0.01219
2377	CCDC71L	chr7	106297210	106301442	101	rs7788626	106295629.0	0.001463
2378	CCDC73	chr11	32701406	32816156	459	chr11_32759339_I	32759339.0	0.006879
2379	CCDC74A	chr2	132287236	132291237	75	rs62178995	132283216.0	0.09514
2380	CCDC74B	chr2	130900783	130902651	57	rs138331089	130899804.0	0.1749
2381	CCDC77	chr12	547626	551551	79	chr12_556128_I	556128.0	0.009273
2382	CCDC78	chr16	775122	776868	81	chr16_773291_D	773291.0	0.02263
2383	CCDC80	chr3	112359612	112368377	87	rs76491164	112353700.0	0.01082
2384	CCDC81	chr11	86130117	86134148	109	rs141736886	86131553.0	0.009733
2385	CCDC82	chr11	96120303	96123083	50	rs76618173	96118309.0	0.02049
2386	CCDC83	chr11	85584273	85630626	242	rs11608136	85623607.0	0.0001061
2387	CCDC84	chr11	118884775	118886138	84	rs4938620	118890328.0	0.001411
2388	CCDC85A	chr2	56411257	56613308	796	rs114141294	56610679.0	0.0005678
2389	CCDC85B	chr11	65657874	65659105	55	chr11_65662435_I	65662435.0	0.001814
2390	CCDC85C	chr14	99981423	99989282	70	chr14_99988851_D	99988851.0	0.02039
2391	CCDC86	chr11	60614945	60618019	108	rs141318170	60606878.0	0.0122
2392	CCDC87	chr11	66357639	66360554	30	rs486584	66358126.0	0.0006923
2393	CCDC88A	chr2	55630522	55646992	181	rs7572492	55640033.0	0.006147
2394	CCDC88B	chr11	64122814	64125003	56	rs12793347	64117491.0	0.006545
2395	CCDC88C	chr14	91808486	91875102	330	rs78173448	91848829.0	0.006334
2396	CCDC89	chr11	85394892	85397320	51	rs2276018	85406427.0	0.03637
2397	CCDC90B	chr11	82985485	82997021	93	rs2846425	82990142.0	2.752e-06
2398	CCDC91	chr12	28603330	28637162	201	rs112751485	28622548.0	0.03343
2399	CCDC92	chr12	124428816	124457378	123	chr12_124427169_D	124427169.0	5.75e-07
2400	CCDC93	chr2	118753027	118758713	100	rs76055555	118754283.0	0.02007
2401	CCDC96	chr4	7042578	7044728	73	rs12119	7033671.0	0.02716
2402	CCDC97	chr19	41825637	41826659	42	rs12980839	41820213.0	0.01206
2403	CCDC102A	chr16	57546298	57550494	99	rs77990641	57556669.0	0.009634
2404	CCDC102B	chr18	66513631	66542202	244	rs1539894	66516288.0	0.006542
2405	CCDC103	chr17	42977141	42982758	102	rs2229012	42990697.0	0.0002242
2406	CCDC105	chr19	15121555	15134081	234	rs11085933	15122534.0	0.007719
2407	CCDC106	chr19	56160284	56164399	60	rs2271757	56170751.0	0.003365
2408	CCDC107	chr9	35658376	35661184	90	rs117670297	35670308.0	0.01759
2409	CCDC110	chr4	186366638	186379520	140	rs6849514	186386587.0	0.08742
2410	CCDC112	chr5	114611035	114632320	100	rs72815921	114638848.0	0.00278
2411	CCDC113	chr16	58283891	58286671	76	rs2550339	58294512.0	0.02673
2412	CCDC114	chr19	48823116	48824053	77	rs2279851	48833934.0	0.006265
2413	CCDC115	chr2	131096102	131099911	28	rs62161781	131107809.0	0.03629
2414	CCDC116	chr22	21987017	21991616	69	rs11355175	22000849.0	0.008187
2415	CCDC117	chr22	29169228	29182081	137	rs9625566	29162506.0	0.0008353
2416	CCDC120	chrX	48923925	48927506	16	rs148259301	48915783.0	0.01727
2417	CCDC121	chr2	27850726	27851758	58	chr2_27852150_I	27852150.0	1.989e-05
2418	CCDC122	chr13	44430328	44449043	178	chr13_44428301_D	44428301.0	5.842e-05
2419	CCDC124	chr19	18047059	18054130	97	rs76989713	18060047.0	0.01461
2420	CCDC125	chr5	68609464	68616407	55	rs145578313	68601093.0	0.07741
2421	CCDC126	chr7	23637910	23651168	64	rs116981	23630468.0	0.0001215
2422	CCDC127	chr5	205987	217333	179	rs59837890	216319.0	0.04931
2423	CCDC129	chr7	31691595	31696116	69	rs74729962	31684449.0	0.03718
2424	CCDC130	chr19	13872204	13873787	58	rs8110989	13882052.0	0.02472
2425	CCDC134	chr22	42196682	42221897	115	rs5758487	42226395.0	4.742e-06
2426	CCDC136	chr7	128454702	128461939	70	rs113076920	128456276.0	0.005112
2427	CCDC137	chr17	79638618	79639132	139	rs57405099	79637065.0	0.02876
2428	CCDC138	chr2	109498646	109501931	92	rs72836530	109497767.0	0.1364
2429	CCDC140	chr2	223167696	223168672	46	rs150966085	223175522.0	0.06979
2430	CCDC141	chr2	179780477	179791392	95	rs76509368	179783204.0	0.01145
2431	CCDC142	chr2	74708382	74709106	21	chr2_74711130_I	74711130.0	0.03337
2432	CCDC144A	chr17	16623830	16631209	26	rs3114301	16625755.0	0.1402
2433	CCDC144NL	chr17	20769975	20771538	28	rs118162178	20760419.0	0.002897
2434	CCDC146	chr7	76916670	76924232	201	rs7778518	76919068.0	0.02393
2435	CCDC148	chr2	159222525	159313238	610	rs10202592	159213565.0	0.0002089
2436	CCDC149	chr4	24838057	24854890	86	rs800459	24835075.0	0.003037
2437	CCDC150	chr2	197596820	197597475	27	rs2680967	197595762.0	0.01995
2438	CCDC151	chr19	11541378	11545720	39	rs501257	11536575.0	0.02272
2439	CCDC152	chr5	42756919	42800453	223	rs35839850	42774763.0	0.005279
2440	CCDC153	chr11	119065890	119066584	23	rs12575067	119065310.0	0.0003831
2441	CCDC154	chr16	1484388	1485309	121	rs78496303	1482591.0	0.005644
2442	CCDC155	chr19	49911529	49913119	58	chr19_49905646_D	49905646.0	0.1701
2443	CCDC157	chr22	30769680	30772816	92	rs1990268	30777881.0	0.0003255
2444	CCDC158	chr4	77296329	77328476	107	rs145870766	77336444.0	0.0009828
2445	CCDC159	chr19	11462637	11465619	32	chr19_11459665_I	11459665.0	0.08711
2446	CCDC160	chrX	133371076	133380237	42	rs139467904	133376777.0	0.0004837
2447	CCDC166	chr8	144789521	144790224	54	rs7465115	144796922.0	0.000682
2448	CCDC167	chr6	37450695	37467698	94	rs14217	37448809.0	0.003014
2449	CCDC168	chr13	103381800	103389159	56	rs11616615	103378854.0	0.00673
2450	CCDC169	chr13	36856964	36871974	124	rs117981522	36871144.0	0.04441
2451	CCDC170	chr6	151914162	151936655	223	chr6_151904362_D	151904362.0	0.04905
2452	CCDC171	chr9	16042795	16061318	145	rs1048383	16061544.0	0.01453
2453	CCDC172	chr10	118100247	118101745	63	rs188120250	118095345.0	0.03492
2454	CCDC173	chr2	170531446	170537834	124	rs9677854	170546463.0	0.006514
2455	CCDC174	chr3	14709508	14712534	74	rs2280382	14709058.0	0.0141
2456	CCDC175	chr14	59971256	59977431	120	rs111803315	59965293.0	3.286e-06
2457	CCDC177	chr14	70038215	70040339	46	rs4902736	70043944.0	0.102
2458	CCDC178	chr18	31017596	31020507	73	rs62090578	31014496.0	0.01799
2459	CCDC179	chr11	22868924	22879698	108	rs10766974	22883929.0	0.01139
2460	CCDC180	chr9	100132294	100134257	63	chr9_100142786_D	100142786.0	0.01202
2461	CCDC181	chr1	169390600	169396700	93	rs10489190	169389853.0	0.03886
2462	CCDC182	chr17	55821841	55822673	94	rs77593458	55823203.0	0.002384
2463	CCDC183	chr9	139701236	139702193	43	rs62581400	139691992.0	0.1297
2464	CCDC184	chr12	48577365	48579709	96	rs6580656	48570604.0	0.01038
2465	CCDC185	chr1	223566714	223568812	49	rs114565162	223564917.0	0.01259
2466	CCDC186	chr10	115921366	115933961	73	rs117133334	115935498.0	0.003438
2467	CCDC188	chr22	20137085	20138302	95	rs145100111	20131121.0	3.976e-06
2468	CCDC189	chr16	30771613	30773406	23	rs62622830	30770950.0	0.001737
2469	CCDC190	chr1	162824878	162825736	88	rs966387	162818294.0	0.03975
2470	CCDC191	chr3	113697341	113720618	84	rs12492484	113723144.0	0.02496
2471	CCDC192	chr5	127270934	127277199	78	rs10057561	127268003.0	0.03454
2472	CCDC194	chr19	17502237	17503093	95	rs114138756	17498325.0	0.08783
2473	CCDC196	chr14	66963400	66965271	75	rs41301477	66974985.0	0.008892
2474	CCDC197	chr14	94463685	94465806	90	chr14_94474459_D	94474459.0	0.005342
2475	CCDC198	chr14	57949788	57960564	90	rs34960436	57947421.0	0.02485
2476	CCER1	chr12	91346271	91347473	71	rs3803100	91348640.0	0.06283
2477	CCER2	chr19	39399619	39401514	64	rs4803028	39405226.0	0.0002023
2478	CCHCR1	chr6	31124629	31125568	207	rs115807620	31129310.0	3.641e-19
2479	CCIN	chr9	36169388	36171329	88	rs113985677	36170290.0	0.009187
2480	CCK	chr3	42304475	42306257	60	rs1868520	42296221.0	0.04767
2481	CCKAR	chr4	26483021	26492084	114	rs3113012	26496720.0	0.08935
2482	CCKBR	chr11	6292005	6292444	103	rs183158298	6301379.0	0.0153
2483	CCL1	chr17	32687346	32690250	95	rs159277	32691461.0	0.1125
2484	CCL2	chr17	32583226	32584222	55	rs75861894	32591386.0	0.1169
2485	CCL7	chr17	32597242	32599097	73	rs75861894	32591386.0	0.1169
2486	CCL8	chr17	32646054	32648421	87	rs1233650	32641930.0	0.05059
2487	CCL11	chr17	32612686	32615353	66	rs141856292	32619796.0	0.1774
2488	CCL13	chr17	32684503	32685629	102	rs159277	32691461.0	0.1125
2489	CCL17	chr16	57438678	57449974	136	rs192616288	57437342.0	0.004525
2490	CCL19	chr9	34689853	34691201	61	rs78600552	34684030.0	0.0108
2491	CCL20	chr2	228680084	228682179	41	rs74919059	228676100.0	0.02949
2492	CCL21	chr9	34709271	34710066	71	rs12348592	34711832.0	0.003263
2493	CCL22	chr16	57392683	57400102	128	rs72301	57400611.0	0.005482
2494	CCL24	chr7	75440982	75443124	183	rs80035481	75437370.0	0.0484
2495	CCL25	chr19	8117650	8122748	132	rs11668580	8119946.0	0.009051
2496	CCL26	chr7	75398850	75401575	110	rs76009537	75397075.0	0.03215
2497	CCL27	chr9	34661892	34662689	50	rs2026118	34666093.0	0.01337
2498	CCL28	chr5	43388123	43412476	124	rs10066349	43421459.0	0.0105
2499	CCM2	chr7	45111936	45113161	89	rs62458152	45105133.0	0.01929
2500	CCM2L	chr20	30607020	30619983	73	chr20_30625816_I	30625816.0	0.003001
2501	CCNA1	chr13	37006494	37017019	69	rs17187732	37002538.0	0.01478
2502	CCNA2	chr4	122737598	122745087	68	rs139865967	122728276.0	0.007404
2503	CCNB1	chr5	68472887	68473524	74	rs350122	68474945.0	0.2044
2504	CCNB1IP1	chr14	20793747	20801432	100	rs12586980	20800187.0	0.005472
2505	CCNB2	chr15	59408965	59415989	100	chr15_59425682_D	59425682.0	0.0001007
2506	CCNB3	chrX	50084705	50094715	34	rs145258864	50098844.0	0.005101
2507	CCNC	chr6	100009895	100016565	108	rs191347550	100019882.0	0.04118
2508	CCND1	chr11	69462724	69466175	49	rs75245613	69471746.0	0.1972
2509	CCND2	chr12	4387965	4394642	57	rs3217792	4384696.0	0.006591
2510	CCND3	chr6	41978575	42016440	270	rs2493829	42024605.0	0.0007187
2511	CCNDBP1	chr15	43486381	43487396	21	rs530118	43478511.0	0.038
2512	CCNE1	chr19	30312638	30315187	72	rs141565692	30309169.0	0.003585
2513	CCNE2	chr8	95905882	95906878	76	rs11776830	95904198.0	0.05996
2514	CCNF	chr16	2493701	2499876	61	rs4305017	2485192.0	0.03806
2515	CCNG1	chr5	162870801	162871971	40	rs299324	162863009.0	0.1339
2516	CCNG2	chr4	78079578	78086163	69	rs4150050	78079695.0	0.001757
2517	CCNH	chr5	86704889	86708667	37	rs3093798	86702269.0	0.08308
2518	CCNI	chr4	77977217	77986233	72	rs4252850	77983013.0	0.2677
2519	CCNI2	chr5	132086631	132087703	25	rs79757254	132081465.0	0.03882
2520	CCNJ	chr10	97803339	97819345	101	rs10732776	97807041.0	0.003393
2521	CCNJL	chr5	159769222	159772403	79	rs11740154	159777545.0	0.05075
2522	CCNK	chr14	99960306	99977851	55	rs3918056	99956916.0	0.001451
2523	CCNL1	chr3	156876703	156877926	71	rs143507013	156875858.0	0.01572
2524	CCNL2	chr1	1330816	1334336	50	rs191694597	1338858.0	0.0547
2525	CCNO	chr5	54526979	54529425	68	rs113121863	54537333.0	0.1646
2526	CCNT1	chr12	49099406	49108303	88	rs11168687	49090972.0	0.075
2527	CCNT2	chr2	135705395	135710768	56	chr2_135715465_D	135715465.0	0.003475
2528	CCNY	chr10	35819123	35855213	51	rs75995357	35816121.0	0.02068
2529	CCNYL1	chr2	208615408	208618599	73	rs17639938	208617482.0	0.03295
2530	CCP110	chr16	19559053	19562799	86	rs16972189	19568133.0	0.001261
2531	CCPG1	chr15	55669324	55700569	253	rs116396399	55692668.0	0.00245
2532	CCR1	chr3	46243199	46249887	66	rs3176953	46243718.0	0.0246
2533	CCR2	chr3	46395616	46399383	82	rs3918355	46393827.0	0.04805
2534	CCR3	chr3	46306618	46307819	62	rs7652290	46299765.0	0.2193
2535	CCR4	chr3	32993065	32997841	57	chr3_32989010_I	32989010.0	0.3504
2536	CCR5	chr3	46414160	46415452	65	rs41442546	46417069.0	0.1011
2537	CCR6	chr6	167536258	167552434	161	rs17860854	167551346.0	0.01119
2538	CCR7	chr17	38711343	38721711	62	rs3136685	38719799.0	0.02278
2539	CCR8	chr3	39371263	39375002	78	rs59744905	39368967.0	0.007642
2540	CCR9	chr3	45928040	45943390	103	rs56058226	45935018.0	0.08068
2541	CCR10	chr17	40831743	40835935	36	chr17_40826525_D	40826525.0	0.003368
2542	CCRL2	chr3	46451004	46454488	108	rs182322677	46453951.0	0.09499
2543	CCS	chr11	66367905	66373488	38	rs486584	66358126.0	0.0006923
2544	CCSAP	chr1	229463282	229478264	105	chr1_229465821_I	229465821.0	0.03593
2545	CCSER1	chr4	91549171	91563622	110	rs190718903	91552290.0	0.03626
2546	CCSER2	chr10	86184702	86223701	186	rs77744831	86209544.0	0.008445
2547	CCT2	chr12	69993493	69995350	93	rs11177740	69990822.0	0.08469
2548	CCT3	chr1	156304905	156307997	50	rs35478936	156305162.0	0.07934
2549	CCT4	chr2	62115082	62115593	72	rs57185514	62124997.0	0.04658
2550	CCT5	chr5	10262086	10265033	118	rs9312726	10274112.0	0.04884
2551	CCT6A	chr7	56130311	56131313	67	rs6593297	56122058.0	0.008591
2552	CCT6B	chr17	33254950	33288477	97	rs4796020	33251958.0	0.001912
2553	CCT7	chr2	73470973	73476189	73	rs62149569	73469600.0	8.12e-06
2554	CCT8	chr21	30439910	30445753	60	rs2853831	30449424.0	0.001755
2555	CCT8L2	chr22	17071666	17073700	69	rs5746665	17076399.0	0.04412
2556	CCZ1	chr7	5964371	5965571	10	rs141447242	5956332.0	0.0556
2557	CCZ1B	chr7	6864018	6865903	59	rs62441815	6855510.0	0.03689
2558	CD1A	chr1	158223926	158228059	66	rs858998	158220575.0	0.004754
2559	CD1B	chr1	158297740	158300815	52	rs6683320	158310073.0	0.00243
2560	CD1C	chr1	158261059	158263407	33	rs1923141	158267727.0	0.01499
2561	CD1D	chr1	158149736	158154686	101	rs1748370	158162835.0	0.04127
2562	CD1E	chr1	158325683	158327287	98	rs35752748	158321565.0	0.003298
2563	CD2	chr1	117297088	117297643	42	rs798040	117305283.0	0.001488
2564	CD2AP	chr6	47575607	47577249	57	rs115612698	47574232.0	0.004805
2565	CD2BP2	chr16	30365286	30366612	25	chr16_30373856_I	30373856.0	0.008722
2566	CD3D	chr11	118209808	118213346	56	rs7939548	118212979.0	0.001468
2567	CD3E	chr11	118182858	118186701	69	rs10892234	118194571.0	0.007527
2568	CD3EAP	chr19	45909956	45911859	67	rs34646120	45909343.0	0.02966
2569	CD3G	chr11	118215121	118223962	75	rs45489394	118228968.0	0.00141
2570	CD4	chr12	6923219	6924008	71	rs7133281	6913356.0	0.01308
2571	CD5	chr11	60869980	60886831	95	rs61898083	60876172.0	0.04998
2572	CD5L	chr1	157805735	157868046	279	rs181423519	157833805.0	0.03247
2573	CD6	chr11	60784374	60787846	102	rs11230568	60781123.0	0.05642
2574	CD7	chr17	80274260	80275455	73	rs3176834	80272345.0	0.06386
2575	CD8A	chr2	87013042	87017948	81	rs6743139	87018452.0	0.000158
2576	CD8B	chr2	87071754	87089038	86	rs4832317	87061946.0	0.009821
2577	CD9	chr12	6341351	6345428	36	rs118068787	6343075.0	0.03212
2578	CD14	chr5	140012403	140013285	70	chr5_140004439_D	140004439.0	6.191e-05
2579	CD19	chr16	28948119	28950539	33	chr16_28940602_I	28940602.0	0.08232
2580	CD22	chr19	35835633	35836327	117	chr19_35826138_I	35826138.0	0.04563
2581	CD27	chr12	6554517	6560884	101	rs11569383	6557758.0	0.07579
2582	CD28	chr2	204571415	204599978	143	chr2_204598146_I	204598146.0	0.03379
2583	CD33	chr19	51742521	51743270	50	rs62115996	51746918.0	0.006839
2584	CD34	chr1	208060660	208084461	165	rs1204675	208050676.0	0.004103
2585	CD36	chr7	80302691	80305720	51	chr7_80312790_I	80312790.0	0.045
2586	CD37	chr19	49843851	49846592	48	chr19_49846276_D	49846276.0	0.05459
2587	CD38	chr4	15818218	15842113	151	rs144229480	15849871.0	0.02439
2588	CD40	chr20	44750956	44755800	82	rs4239702	44749251.0	0.0002463
2589	CD40LG	chrX	135730385	135742549	57	rs12859699	135750692.0	0.04385
2590	CD44	chr11	35240890	35251336	125	rs117924490	35258643.0	0.1026
2591	CD46	chr1	207943683	207968569	112	rs7523273	207977083.0	1.609e-07
2592	CD47	chr3	107765927	107809861	154	rs3762679	107777051.0	0.0004027
2593	CD48	chr1	160653308	160681593	205	rs1980606	160654786.0	0.008731
2594	CD52	chr1	26644448	26645485	79	rs12137238	26639001.0	0.07737
2595	CD53	chr1	111440291	111441938	69	rs2070751	111440873.0	0.02218
2596	CD55	chr1	207498002	207533058	128	chr1_207539040_D	207539040.0	0.01013
2597	CD58	chr1	117064408	117113661	80	rs142198043	117114347.0	0.08642
2598	CD59	chr11	33731626	33757968	159	rs72920520	33760867.0	0.004043
2599	CD63	chr12	56120510	56123444	37	rs80340147	56113718.0	0.2628
2600	CD68	chr17	7483812	7484940	53	rs142972972	7480325.0	0.002072
2601	CD69	chr12	9908555	9913497	136	rs11052877	9905690.0	0.006996
2602	CD70	chr19	6590113	6604114	158	rs408167	6582292.0	0.06275
2603	CD72	chr9	35616935	35618386	45	rs117549065	35607901.0	0.006595
2604	CD74	chr5	149786267	149792314	81	chr5_149790760_D	149790760.0	0.07201
2605	CD79A	chr19	42381374	42385047	34	rs142470828	42392739.0	0.1494
2606	CD79B	chr17	62009250	62009683	43	rs12451467	62008885.0	0.09088
2607	CD80	chr3	119263189	119276687	151	chr3_119283377_I	119283377.0	0.005695
2608	CD81	chr11	2417542	2418529	98	rs2234283	2424684.0	0.1787
2609	CD82	chr11	44639819	44641259	75	rs79332132	44638584.0	0.0008859
2610	CD83	chr6	14117871	14137149	132	rs853371	14142944.0	0.009537
2611	CD84	chr1	160523535	160549294	163	rs111800168	160518302.0	0.09254
2612	CD86	chr3	121810447	121838440	88	rs142430718	121833096.0	0.04775
2613	CD93	chr20	23059985	23066977	58	rs7492	23060257.0	0.121
2614	CD96	chr3	111286427	111298306	83	rs4682289	111303494.0	0.1729
2615	CD99	chrX	2644381	2659166	0			
2616	CD99L2	chrX	149997769	150067179	274	rs7064262	150076258.0	0.01697
2617	CD101	chr1	117576668	117579098	76	rs2764879	117567526.0	0.03354
2618	CD109	chr6	74502377	74513799	133	rs34031193	74521508.0	0.02108
2619	CD151	chr11	838179	839831	110	rs34037130	835878.0	0.0434
2620	CD160	chr1	145696592	145715614	51	rs192252178	145716631.0	0.0649
2621	CD163	chr12	7635995	7637940	49	rs7980201	7640589.0	0.006353
2622	CD163L1	chr12	7548789	7556476	71	chr12_7541360_I	7541360.0	0.003851
2623	CD164	chr6	109697089	109703614	88	rs73762717	109712853.0	0.07168
2624	CD164L2	chr1	27708265	27709796	27	rs10794501	27699449.0	0.02571
2625	CD177	chr19	43857866	43866524	107	rs6509085	43847904.0	0.03999
2626	CD180	chr5	66480349	66482125	83	rs5744481	66488373.0	0.07093
2627	CD200	chr3	112051687	112054843	91	chr3_112051050_D	112051050.0	0.0479
2628	CD200R1	chr3	112647764	112693759	293	rs13061485	112669524.0	5.547e-05
2629	CD200R1L	chr3	112534634	112564790	246	rs79482590	112548860.0	0.09049
2630	CD207	chr2	71057346	71062952	206	rs17656758	71057629.0	0.003564
2631	CD209	chr19	7808060	7812397	112	rs4804794	7798103.0	0.005164
2632	CD226	chr18	67613969	67624412	84	rs73466716	67618838.0	0.01785
2633	CD244	chr1	160802308	160808955	66	rs59137981	160798618.0	0.03785
2634	CD247	chr1	167409109	167487847	392	rs17534481	167470817.0	6.927e-05
2635	CD248	chr11	66081957	66084515	60	rs1892938	66093612.0	0.002628
2636	CD274	chr9	5462934	5465912	86	rs3780394	5464376.0	0.006959
2637	CD276	chr15	74003472	74006855	90	rs7180214	74011784.0	0.0006016
2638	CD300A	chr17	72463000	72480435	198	chr17_72453330_I	72453330.0	0.05533
2639	CD300C	chr17	72537246	72542282	128	rs112731040	72552231.0	0.07624
2640	CD300E	chr17	72613285	72615486	85	rs186627833	72610649.0	0.02646
